mapping_id, reg_id, stmt_id, task_id, topic_score,core_score, aux_score,final_score
mid_880, Eudralex2007_8.14, Eudralex2007_8.14_2, TankCleaningTask103, 0.23945, 0.0, 0.0, 0.23945
mid_881, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_303, 0.5432, 0.42033, 0.0, 0.5432
mid_882, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_101, 0.34853, 0.42033, 0.0, 0.42033
mid_883, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_102, 0.34853, 0.0, 0.0, 0.34853
mid_884, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_203, 0.27422, 0.0, 0.0, 0.27422
mid_885, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_104, 0.34853, 0.0, 0.0, 0.34853
mid_886, Eudralex2007_8.14, Eudralex2007_8.14_2, RecycleDisposal102, 0.22741, 0.2682, 0.0, 0.2682
mid_887, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_103, 0.34853, 0.0, 0.0, 0.34853
mid_888, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_201, 0.27422, 0.0, 0.0, 0.27422
mid_889, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_301, 0.5432, 0.0, 0.0, 0.5432
mid_890, Eudralex2007_8.14, Eudralex2007_8.14_2, DeviationRecordTask101, 0.34853, 0.0, 0.0, 0.34853
mid_891, Eudralex2007_8.14, Eudralex2007_8.14_2, BioDisposal101, 0.22741, 0.2682, 0.0, 0.2682
mid_892, Eudralex2007_8.14, Eudralex2007_8.14_2, InvestigatingTask_302, 0.5432, 0.0, 0.0, 0.5432
mid_893, Eudralex2007_8.14, Eudralex2007_8.14_2, DeviationRecordTask103, 0.34853, 0.0, 0.0, 0.34853
mid_894, Eudralex2007_8.14, Eudralex2007_8.14_2, DeviationRecordTask102, 0.34853, 0.0, 0.0, 0.34853
mid_895, Eudralex2007_8.14, Eudralex2007_8.14_2, ToxicDisposal103, 0.22741, 0.2682, 0.0, 0.2682
mid_896, Eudralex2007_8.14, Eudralex2007_8.14_2, DeviationRecordTask104, 0.34853, 0.0, 0.0, 0.34853
mid_897, Eudralex2007_8.14, Eudralex2007_8.14_5, MarkingTask_302, 0.22748, 0.0, 0.0, 0.22748
mid_898, Eudralex2007_8.14, Eudralex2007_8.14_5, DataRecordingTask501, 0.23164, 0.0, 0.0, 0.23164
mid_899, Eudralex2007_8.14, Eudralex2007_8.14_5, IncidentRecordingTask401, 0.3442, 0.0, 0.0, 0.3442
mid_900, Eudralex2007_8.14, Eudralex2007_8.14_5, AspirinTabletMarkTask101, 0.22093, 0.0, 0.0, 0.22093
mid_901, Eudralex2007_8.14, Eudralex2007_8.14_5, AspirinTabletMarkTask102, 0.22093, 0.0, 0.0, 0.22093
mid_902, Eudralex2007_8.14, Eudralex2007_8.14_5, ResultRecordingTask303, 0.38206, 0.0, 0.0, 0.38206
mid_903, Eudralex2007_8.14, Eudralex2007_8.14_5, PurchasingTask102, 0.24801, 0.0, 0.0, 0.24801
mid_904, Eudralex2007_8.14, Eudralex2007_8.14_5, ComplaintRecordingTask203, 0.23164, 0.0, 0.0, 0.23164
mid_905, Eudralex2007_8.14, Eudralex2007_8.14_5, STask303, 0.21822, 0.0, 0.0, 0.21822
mid_906, Eudralex2007_8.14, Eudralex2007_8.14_5, CleaningTask_301, 0.23945, 0.0, 0.0, 0.23945
mid_907, Eudralex2007_8.14, Eudralex2007_8.14_5, DisposingTask201, 0.21822, 0.0, 0.0, 0.21822
mid_908, Eudralex2007_8.14, Eudralex2007_8.14_5, CleaningTask_302, 0.23945, 0.0, 0.0, 0.23945
mid_909, Eudralex2007_8.14, Eudralex2007_8.14_5, ResultRecordingTask301, 0.38206, 0.0, 0.0, 0.38206
mid_910, Eudralex2007_8.14, Eudralex2007_8.14_5, MarkingTask_202, 0.49188, 0.0, 0.0, 0.49188
mid_911, Eudralex2007_8.14, Eudralex2007_8.14_5, DataRecordingTask502, 0.23164, 0.0, 0.0, 0.23164
mid_912, Eudralex2007_8.14, Eudralex2007_8.14_5, MarkingTask_203, 0.49188, 0.0, 0.0, 0.49188
mid_913, Eudralex2007_8.14, Eudralex2007_8.14_5, CleaningTask_201, 0.23945, 0.0, 0.0, 0.23945
mid_914, Eudralex2007_8.14, Eudralex2007_8.14_5, CheckingTask402, 0.3442, 0.5, 0.0, 0.5
mid_915, Eudralex2007_8.14, Eudralex2007_8.14_5, CheckingTask403, 0.3442, 0.5, 0.0, 0.5
mid_916, Eudralex2007_8.14, Eudralex2007_8.14_5, MarkingTask_301, 0.22748, 0.0, 0.0, 0.22748
mid_917, Eudralex2007_8.14, Eudralex2007_8.14_5, CheckingTask401, 0.3442, 0.5, 0.0, 0.5
mid_918, Eudralex2007_8.14, Eudralex2007_8.14_5, DisposingTask202, 0.21822, 0.0, 0.0, 0.21822
mid_919, Eudralex2007_8.14, Eudralex2007_8.14_5, S201Task, 0.36947, 0.0, 0.0, 0.36947
mid_920, Eudralex2007_8.14, Eudralex2007_8.14_5, CleaningTask_303, 0.23945, 0.0, 0.0, 0.23945
mid_921, Eudralex2007_8.14, Eudralex2007_8.14_5, PurchasingTask104, 0.24801, 0.0, 0.0, 0.24801
mid_922, Eudralex2007_8.14, Eudralex2007_8.14_5, CleaningTask_202, 0.36947, 0.0, 0.0, 0.36947
mid_923, Eudralex2007_8.14, Eudralex2007_8.14_5, MarkingTask_303, 0.22748, 0.0, 0.0, 0.22748
mid_924, Eudralex2007_8.14, Eudralex2007_8.14_5, IncidentRecordingTask403, 0.3442, 0.0, 0.0, 0.3442
mid_925, Eudralex2007_8.14, Eudralex2007_8.14_5, MarkingTask_201, 0.49188, 0.0, 0.0, 0.49188
mid_926, Eudralex2007_8.14, Eudralex2007_8.14_5, IncidentRecordingTask402, 0.3442, 0.0, 0.0, 0.3442
mid_927, Eudralex2007_8.14, Eudralex2007_8.14_5, STask301, 0.21822, 0.0, 0.0, 0.21822
mid_928, Eudralex2007_8.14, Eudralex2007_8.14_5, T101CleaningTask, 0.23945, 0.0, 0.0, 0.23945
mid_929, Eudralex2007_8.14, Eudralex2007_8.14_5, STask302, 0.21822, 0.0, 0.0, 0.21822
mid_930, Eudralex2007_8.14, Eudralex2007_8.14_5, DisposingTask203, 0.21822, 0.0, 0.0, 0.21822
mid_931, Eudralex2007_8.14, Eudralex2007_8.14_5, ComplaintRecordingTask201, 0.23041, 0.0, 0.0, 0.23041
mid_932, Eudralex2007_8.14, Eudralex2007_8.14_5, ComplaintRecordingTask202, 0.23041, 0.0, 0.0, 0.23041
mid_933, Eudralex2007_8.14, Eudralex2007_8.14_5, AspirinTabletMarkTask103, 0.22093, 0.0, 0.0, 0.22093
mid_934, Eudralex2007_8.14, Eudralex2007_8.14_5, PurchasingTask103, 0.24801, 0.0, 0.0, 0.24801
mid_935, Eudralex2007_8.14, Eudralex2007_8.14_5, ResultRecordingTask302, 0.38206, 0.0, 0.0, 0.38206
mid_936, Eudralex2007_8.14, Eudralex2007_8.14_5, T102CleaningTask, 0.23945, 0.0, 0.0, 0.23945
mid_937, Eudralex2007_8.14, Eudralex2007_8.14_5, CleaningTask_203, 0.23945, 0.0, 0.0, 0.23945
mid_938, Eudralex2007_8.14, Eudralex2007_8.14_5, DataRecordingTask503, 0.23164, 0.0, 0.0, 0.23164
mid_939, Eudralex2007_8.14, Eudralex2007_8.14_5, TankCleaningTask103, 0.23945, 0.0, 0.0, 0.23945
mid_940, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_303, 0.5432, 0.5, 0.0, 0.5432
mid_941, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_101, 0.34853, 0.5, 0.0, 0.5
mid_942, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_202, 0.0, 0.5, 0.0, 0.5
mid_943, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_102, 0.34853, 0.5, 0.0, 0.5
mid_944, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_203, 0.27422, 0.5, 0.0, 0.5
mid_945, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_104, 0.34853, 0.5, 0.0, 0.5
mid_946, Eudralex2007_8.14, Eudralex2007_8.14_5, RecycleDisposal102, 0.22741, 0.0, 0.0, 0.22741
mid_947, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_103, 0.34853, 0.5, 0.0, 0.5
mid_948, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_201, 0.27422, 0.5, 0.0, 0.5
mid_949, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_301, 0.5432, 0.5, 0.0, 0.5432
mid_950, Eudralex2007_8.14, Eudralex2007_8.14_5, DeviationRecordTask101, 0.34853, 0.0, 0.0, 0.34853
mid_951, Eudralex2007_8.14, Eudralex2007_8.14_5, BioDisposal101, 0.22741, 0.0, 0.0, 0.22741
mid_952, Eudralex2007_8.14, Eudralex2007_8.14_5, InvestigatingTask_302, 0.5432, 0.5, 0.0, 0.5432
mid_953, Eudralex2007_8.14, Eudralex2007_8.14_5, DeviationRecordTask103, 0.34853, 0.0, 0.0, 0.34853
mid_954, Eudralex2007_8.14, Eudralex2007_8.14_5, DeviationRecordTask102, 0.34853, 0.0, 0.0, 0.34853
mid_955, Eudralex2007_8.14, Eudralex2007_8.14_5, ToxicDisposal103, 0.22741, 0.0, 0.0, 0.22741
mid_956, Eudralex2007_8.14, Eudralex2007_8.14_5, DeviationRecordTask104, 0.34853, 0.0, 0.0, 0.34853
mid_957, Eudralex2007_4.60, Eudralex2007_4.60_1, MarkingTask_302, 0.59658, 0.5851, 0.0, 0.59658
mid_958, Eudralex2007_4.60, Eudralex2007_4.60_1, P101Task, 0.38392, 0.28837, 0.0, 0.38392
mid_959, Eudralex2007_4.60, Eudralex2007_4.60_1, DataRecordingTask501, 0.39741, 0.0, 0.0, 0.39741
mid_960, Eudralex2007_4.60, Eudralex2007_4.60_1, IncidentRecordingTask401, 0.49993, 0.16376, 0.0, 0.49993
mid_961, Eudralex2007_4.60, Eudralex2007_4.60_1, AspirinTabletMarkTask101, 0.41217, 0.5851, 0.0, 0.5851
mid_962, Eudralex2007_4.60, Eudralex2007_4.60_1, AspirinTabletMarkTask102, 0.59658, 0.5851, 0.0, 0.59658
mid_963, Eudralex2007_4.60, Eudralex2007_4.60_1, AspirinStorageTask101, 0.65498, 0.41117, 0.0, 0.65498
mid_964, Eudralex2007_4.60, Eudralex2007_4.60_1, ResultRecordingTask303, 0.43027, 0.16812, 0.0, 0.43027
mid_965, Eudralex2007_4.60, Eudralex2007_4.60_1, StoringTask102, 0.65498, 0.41117, 0.0, 0.65498
mid_966, Eudralex2007_4.60, Eudralex2007_4.60_1, PurchasingTask102, 0.59658, 0.41117, 0.0, 0.59658
mid_967, Eudralex2007_4.60, Eudralex2007_4.60_1, ComplaintRecordingTask203, 0.39624, 0.0, 0.0, 0.39624
mid_968, Eudralex2007_4.60, Eudralex2007_4.60_1, STask303, 0.52944, 0.16956, 0.0, 0.52944
mid_969, Eudralex2007_4.60, Eudralex2007_4.60_1, AcidPurchaseTask101, 0.59658, 0.41117, 0.0, 0.59658
mid_970, Eudralex2007_4.60, Eudralex2007_4.60_1, CleaningTask_301, 0.27224, 0.63452, 0.0, 0.63452
mid_971, Eudralex2007_4.60, Eudralex2007_4.60_1, DisposingTask201, 0.28125, 0.66956, 0.0, 0.66956
mid_972, Eudralex2007_4.60, Eudralex2007_4.60_1, CleaningTask_302, 0.27224, 0.63452, 0.0, 0.63452
mid_973, Eudralex2007_4.60, Eudralex2007_4.60_1, ResultRecordingTask301, 0.43027, 0.16812, 0.0, 0.43027
mid_974, Eudralex2007_4.60, Eudralex2007_4.60_1, P102Task, 0.38966, 0.28837, 0.0, 0.38966
mid_975, Eudralex2007_4.60, Eudralex2007_4.60_1, MarkingTask_202, 0.66481, 0.5851, 0.0, 0.66481
mid_976, Eudralex2007_4.60, Eudralex2007_4.60_1, ProtectingTask202, 0.59658, 0.41117, 0.0, 0.59658
mid_977, Eudralex2007_4.60, Eudralex2007_4.60_1, DataRecordingTask502, 0.39741, 0.0, 0.0, 0.39741
mid_978, Eudralex2007_4.60, Eudralex2007_4.60_1, P103Task, 0.38966, 0.28837, 0.0, 0.38966
mid_979, Eudralex2007_4.60, Eudralex2007_4.60_1, MarkingTask_203, 0.66481, 0.5851, 0.0, 0.66481
mid_980, Eudralex2007_4.60, Eudralex2007_4.60_1, CleaningTask_201, 0.24293, 0.41533, 0.0, 0.41533
mid_981, Eudralex2007_4.60, Eudralex2007_4.60_1, CheckingTask402, 0.33955, 0.33587, 0.0, 0.33955
mid_982, Eudralex2007_4.60, Eudralex2007_4.60_1, CheckingTask403, 0.33955, 0.33587, 0.0, 0.33955
mid_983, Eudralex2007_4.60, Eudralex2007_4.60_1, S203Task, 0.46172, 0.05235, 0.0, 0.46172
mid_984, Eudralex2007_4.60, Eudralex2007_4.60_1, MarkingTask_301, 0.59658, 0.5851, 0.0, 0.59658
mid_985, Eudralex2007_4.60, Eudralex2007_4.60_1, CheckingTask401, 0.33955, 0.33587, 0.0, 0.33955
mid_986, Eudralex2007_4.60, Eudralex2007_4.60_1, DisposingTask202, 0.28125, 0.66956, 0.0, 0.66956
mid_987, Eudralex2007_4.60, Eudralex2007_4.60_1, StoringTask104, 0.65498, 0.41117, 0.0, 0.65498
mid_988, Eudralex2007_4.60, Eudralex2007_4.60_1, S201Task, 0.54046, 0.41374, 0.0, 0.54046
mid_989, Eudralex2007_4.60, Eudralex2007_4.60_1, CleaningTask_303, 0.27224, 0.63452, 0.0, 0.63452
mid_990, Eudralex2007_4.60, Eudralex2007_4.60_1, PurchasingTask104, 0.59658, 0.41117, 0.0, 0.59658
mid_991, Eudralex2007_4.60, Eudralex2007_4.60_1, CleaningTask_202, 0.35098, 0.6837, 0.0, 0.6837
mid_992, Eudralex2007_4.60, Eudralex2007_4.60_1, MarkingTask_303, 0.59658, 0.5851, 0.0, 0.59658
mid_993, Eudralex2007_4.60, Eudralex2007_4.60_1, IncidentRecordingTask403, 0.49993, 0.16376, 0.0, 0.49993
mid_994, Eudralex2007_4.60, Eudralex2007_4.60_1, MarkingTask_201, 0.66481, 0.5851, 0.0, 0.66481
mid_995, Eudralex2007_4.60, Eudralex2007_4.60_1, IncidentRecordingTask402, 0.49993, 0.16376, 0.0, 0.49993
mid_996, Eudralex2007_4.60, Eudralex2007_4.60_1, StoringTask103, 0.65498, 0.41117, 0.0, 0.65498
mid_997, Eudralex2007_4.60, Eudralex2007_4.60_1, STask301, 0.52944, 0.16956, 0.0, 0.52944
mid_998, Eudralex2007_4.60, Eudralex2007_4.60_1, T101CleaningTask, 0.38926, 0.55833, 0.0, 0.55833
mid_999, Eudralex2007_4.60, Eudralex2007_4.60_1, STask302, 0.52944, 0.16956, 0.0, 0.52944
mid_1000, Eudralex2007_4.60, Eudralex2007_4.60_1, ProtectingTask203, 0.59658, 0.41117, 0.0, 0.59658
mid_1001, Eudralex2007_4.60, Eudralex2007_4.60_1, DisposingTask203, 0.28125, 0.66956, 0.0, 0.66956
mid_1002, Eudralex2007_4.60, Eudralex2007_4.60_1, ComplaintRecordingTask201, 0.70445, 0.0, 0.0, 0.70445
mid_1003, Eudralex2007_4.60, Eudralex2007_4.60_1, ComplaintRecordingTask202, 0.70445, 0.0, 0.0, 0.70445
mid_1004, Eudralex2007_4.60, Eudralex2007_4.60_1, AspirinTabletMarkTask103, 0.59658, 0.5851, 0.0, 0.59658
mid_1005, Eudralex2007_4.60, Eudralex2007_4.60_1, PurchasingTask103, 0.09651, 0.41117, 0.0, 0.41117
mid_1006, Eudralex2007_4.60, Eudralex2007_4.60_1, ResultRecordingTask302, 0.43027, 0.16812, 0.0, 0.43027
mid_1007, Eudralex2007_4.60, Eudralex2007_4.60_1, ProtectingTask201, 0.59658, 0.41117, 0.0, 0.59658
mid_1008, Eudralex2007_4.60, Eudralex2007_4.60_1, T102CleaningTask, 0.38966, 0.55833, 0.0, 0.55833
mid_1009, Eudralex2007_4.60, Eudralex2007_4.60_1, CleaningTask_203, 0.27224, 0.41533, 0.0, 0.41533
mid_1010, Eudralex2007_4.60, Eudralex2007_4.60_1, DataRecordingTask503, 0.39741, 0.0, 0.0, 0.39741
mid_1011, Eudralex2007_4.60, Eudralex2007_4.60_1, S202Task, 0.46172, 0.36456, 0.0, 0.46172
mid_1012, Eudralex2007_4.60, Eudralex2007_4.60_1, TankCleaningTask103, 0.38966, 0.55833, 0.0, 0.55833
mid_1013, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_303, 0.53584, 0.45398, 0.0, 0.53584
mid_1014, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_101, 0.34144, 0.32174, 0.0, 0.34144
mid_1015, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_102, 0.14609, 0.14963, 0.0, 0.14963
mid_1016, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_203, 0.35448, 0.0, 0.0, 0.35448
mid_1017, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_104, 0.14609, 0.14963, 0.0, 0.14963
mid_1018, Eudralex2007_4.60, Eudralex2007_4.60_1, RecycleDisposal102, 0.70939, 1.0, 0.0, 1.0
mid_1019, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_103, 0.35448, 0.14963, 0.0, 0.35448
mid_1020, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_201, 0.14609, 0.0, 0.0, 0.14609
mid_1021, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_301, 0.44336, 0.28187, 0.0, 0.44336
mid_1022, Eudralex2007_4.60, Eudralex2007_4.60_1, DeviationRecordTask101, 0.4154, 0.14963, 0.0, 0.4154
mid_1023, Eudralex2007_4.60, Eudralex2007_4.60_1, BioDisposal101, 0.70939, 1.0, 0.0, 1.0
mid_1024, Eudralex2007_4.60, Eudralex2007_4.60_1, InvestigatingTask_302, 0.44336, 0.28187, 0.0, 0.44336
mid_1025, Eudralex2007_4.60, Eudralex2007_4.60_1, DeviationRecordTask103, 0.4154, 0.14963, 0.0, 0.4154
mid_1026, Eudralex2007_4.60, Eudralex2007_4.60_1, DeviationRecordTask102, 0.4154, 0.14963, 0.0, 0.4154
mid_1027, Eudralex2007_4.60, Eudralex2007_4.60_1, ToxicDisposal103, 0.70939, 1.0, 0.0, 1.0
mid_1028, Eudralex2007_4.60, Eudralex2007_4.60_1, DeviationRecordTask104, 0.4154, 0.14963, 0.0, 0.4154
mid_1029, Eudralex2007_4.60, Eudralex2007_4.60_2, MarkingTask_302, 0.59658, 0.37762, 0.0, 0.59658
mid_1030, Eudralex2007_4.60, Eudralex2007_4.60_2, P101Task, 0.38392, 0.0, 0.0, 0.38392
mid_1031, Eudralex2007_4.60, Eudralex2007_4.60_2, DataRecordingTask501, 0.39741, 0.21, 0.0, 0.39741
mid_1032, Eudralex2007_4.60, Eudralex2007_4.60_2, IncidentRecordingTask401, 0.49993, 0.21, 0.0, 0.49993
mid_1033, Eudralex2007_4.60, Eudralex2007_4.60_2, AspirinTabletMarkTask101, 0.41217, 0.37762, 0.0, 0.41217
mid_1034, Eudralex2007_4.60, Eudralex2007_4.60_2, AspirinTabletMarkTask102, 0.59658, 0.37762, 0.0, 0.59658
mid_1035, Eudralex2007_4.60, Eudralex2007_4.60_2, AspirinStorageTask101, 0.65498, 0.0, 0.0, 0.65498
mid_1036, Eudralex2007_4.60, Eudralex2007_4.60_2, ResultRecordingTask303, 0.43027, 0.21, 0.0, 0.43027
mid_1037, Eudralex2007_4.60, Eudralex2007_4.60_2, StoringTask102, 0.65498, 0.0, 0.0, 0.65498
mid_1038, Eudralex2007_4.60, Eudralex2007_4.60_2, PurchasingTask102, 0.59658, 0.0, 0.0, 0.59658
mid_1039, Eudralex2007_4.60, Eudralex2007_4.60_2, ComplaintRecordingTask203, 0.39624, 0.21, 0.0, 0.39624
mid_1040, Eudralex2007_4.60, Eudralex2007_4.60_2, STask303, 0.52944, 0.0, 0.0, 0.52944
mid_1041, Eudralex2007_4.60, Eudralex2007_4.60_2, AcidPurchaseTask101, 0.59658, 0.0, 0.0, 0.59658
mid_1042, Eudralex2007_4.60, Eudralex2007_4.60_2, CleaningTask_301, 0.27224, 0.0, 0.0, 0.27224
mid_1043, Eudralex2007_4.60, Eudralex2007_4.60_2, DisposingTask201, 0.28125, 0.0, 0.0, 0.28125
mid_1044, Eudralex2007_4.60, Eudralex2007_4.60_2, CleaningTask_302, 0.27224, 0.0, 0.0, 0.27224
mid_1045, Eudralex2007_4.60, Eudralex2007_4.60_2, ResultRecordingTask301, 0.43027, 0.21, 0.0, 0.43027
mid_1046, Eudralex2007_4.60, Eudralex2007_4.60_2, P102Task, 0.38966, 0.0, 0.0, 0.38966
mid_1047, Eudralex2007_4.60, Eudralex2007_4.60_2, MarkingTask_202, 0.66481, 0.37762, 0.0, 0.66481
mid_1048, Eudralex2007_4.60, Eudralex2007_4.60_2, ProtectingTask202, 0.59658, 0.0, 0.0, 0.59658
mid_1049, Eudralex2007_4.60, Eudralex2007_4.60_2, DataRecordingTask502, 0.39741, 0.21, 0.0, 0.39741
mid_1050, Eudralex2007_4.60, Eudralex2007_4.60_2, P103Task, 0.38966, 0.0, 0.0, 0.38966
mid_1051, Eudralex2007_4.60, Eudralex2007_4.60_2, MarkingTask_203, 0.66481, 0.37762, 0.0, 0.66481
mid_1052, Eudralex2007_4.60, Eudralex2007_4.60_2, CleaningTask_201, 0.24293, 0.0, 0.0, 0.24293
mid_1053, Eudralex2007_4.60, Eudralex2007_4.60_2, CheckingTask402, 0.33955, 0.15757, 0.0, 0.33955
mid_1054, Eudralex2007_4.60, Eudralex2007_4.60_2, CheckingTask403, 0.33955, 0.15757, 0.0, 0.33955
mid_1055, Eudralex2007_4.60, Eudralex2007_4.60_2, S203Task, 0.46172, 0.0, 0.0, 0.46172
mid_1056, Eudralex2007_4.60, Eudralex2007_4.60_2, MarkingTask_301, 0.59658, 0.37762, 0.0, 0.59658
mid_1057, Eudralex2007_4.60, Eudralex2007_4.60_2, CheckingTask401, 0.33955, 0.15757, 0.0, 0.33955
mid_1058, Eudralex2007_4.60, Eudralex2007_4.60_2, DisposingTask202, 0.28125, 0.0, 0.0, 0.28125
mid_1059, Eudralex2007_4.60, Eudralex2007_4.60_2, StoringTask104, 0.65498, 0.0, 0.0, 0.65498
mid_1060, Eudralex2007_4.60, Eudralex2007_4.60_2, S201Task, 0.54046, 0.0, 0.0, 0.54046
mid_1061, Eudralex2007_4.60, Eudralex2007_4.60_2, CleaningTask_303, 0.27224, 0.0, 0.0, 0.27224
mid_1062, Eudralex2007_4.60, Eudralex2007_4.60_2, PurchasingTask104, 0.59658, 0.0, 0.0, 0.59658
mid_1063, Eudralex2007_4.60, Eudralex2007_4.60_2, CleaningTask_202, 0.35098, 0.0, 0.0, 0.35098
mid_1064, Eudralex2007_4.60, Eudralex2007_4.60_2, MarkingTask_303, 0.59658, 0.37762, 0.0, 0.59658
mid_1065, Eudralex2007_4.60, Eudralex2007_4.60_2, IncidentRecordingTask403, 0.49993, 0.21, 0.0, 0.49993
mid_1066, Eudralex2007_4.60, Eudralex2007_4.60_2, MarkingTask_201, 0.66481, 0.37762, 0.0, 0.66481
mid_1067, Eudralex2007_4.60, Eudralex2007_4.60_2, IncidentRecordingTask402, 0.49993, 0.21, 0.0, 0.49993
mid_1068, Eudralex2007_4.60, Eudralex2007_4.60_2, StoringTask103, 0.65498, 0.0, 0.0, 0.65498
mid_1069, Eudralex2007_4.60, Eudralex2007_4.60_2, STask301, 0.52944, 0.0, 0.0, 0.52944
mid_1070, Eudralex2007_4.60, Eudralex2007_4.60_2, T101CleaningTask, 0.38926, 0.0, 0.0, 0.38926
mid_1071, Eudralex2007_4.60, Eudralex2007_4.60_2, STask302, 0.52944, 0.0, 0.0, 0.52944
mid_1072, Eudralex2007_4.60, Eudralex2007_4.60_2, ProtectingTask203, 0.59658, 0.0, 0.0, 0.59658
mid_1073, Eudralex2007_4.60, Eudralex2007_4.60_2, DisposingTask203, 0.28125, 0.0, 0.0, 0.28125
mid_1074, Eudralex2007_4.60, Eudralex2007_4.60_2, ComplaintRecordingTask201, 0.70445, 0.21, 0.0, 0.70445
mid_1075, Eudralex2007_4.60, Eudralex2007_4.60_2, ComplaintRecordingTask202, 0.70445, 0.21, 0.0, 0.70445
mid_1076, Eudralex2007_4.60, Eudralex2007_4.60_2, AspirinTabletMarkTask103, 0.59658, 0.37762, 0.0, 0.59658
mid_1077, Eudralex2007_4.60, Eudralex2007_4.60_2, ResultRecordingTask302, 0.43027, 0.21, 0.0, 0.43027
mid_1078, Eudralex2007_4.60, Eudralex2007_4.60_2, ProtectingTask201, 0.59658, 0.0, 0.0, 0.59658
mid_1079, Eudralex2007_4.60, Eudralex2007_4.60_2, T102CleaningTask, 0.38966, 0.0, 0.0, 0.38966
mid_1080, Eudralex2007_4.60, Eudralex2007_4.60_2, CleaningTask_203, 0.27224, 0.0, 0.0, 0.27224
mid_1081, Eudralex2007_4.60, Eudralex2007_4.60_2, DataRecordingTask503, 0.39741, 0.21, 0.0, 0.39741
mid_1082, Eudralex2007_4.60, Eudralex2007_4.60_2, S202Task, 0.46172, 0.0, 0.0, 0.46172
mid_1083, Eudralex2007_4.60, Eudralex2007_4.60_2, TankCleaningTask103, 0.38966, 0.0, 0.0, 0.38966
mid_1084, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_303, 0.53584, 0.23466, 0.0, 0.53584
mid_1085, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_101, 0.34144, 0.23466, 0.0, 0.34144
mid_1086, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_102, 0.14609, 0.0, 0.0, 0.14609
mid_1087, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_203, 0.35448, 0.0, 0.0, 0.35448
mid_1088, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_104, 0.14609, 0.0, 0.0, 0.14609
mid_1089, Eudralex2007_4.60, Eudralex2007_4.60_2, RecycleDisposal102, 0.70939, 0.0, 0.0, 0.70939
mid_1090, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_103, 0.35448, 0.0, 0.0, 0.35448
mid_1091, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_201, 0.14609, 0.0, 0.0, 0.14609
mid_1092, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_301, 0.44336, 0.0, 0.0, 0.44336
mid_1093, Eudralex2007_4.60, Eudralex2007_4.60_2, DeviationRecordTask101, 0.4154, 0.21, 0.0, 0.4154
mid_1094, Eudralex2007_4.60, Eudralex2007_4.60_2, BioDisposal101, 0.70939, 0.0, 0.0, 0.70939
mid_1095, Eudralex2007_4.60, Eudralex2007_4.60_2, InvestigatingTask_302, 0.44336, 0.0, 0.0, 0.44336
mid_1096, Eudralex2007_4.60, Eudralex2007_4.60_2, DeviationRecordTask103, 0.4154, 0.21, 0.0, 0.4154
mid_1097, Eudralex2007_4.60, Eudralex2007_4.60_2, DeviationRecordTask102, 0.4154, 0.21, 0.0, 0.4154
mid_1098, Eudralex2007_4.60, Eudralex2007_4.60_2, ToxicDisposal103, 0.70939, 0.0, 0.0, 0.70939
mid_1099, Eudralex2007_4.60, Eudralex2007_4.60_2, DeviationRecordTask104, 0.4154, 0.21, 0.0, 0.4154
