mapping_id, reg_id, stmt_id, task_id, topic_score,core_score, aux_score,final_score
mid_2068, Eudralex2007_8.15, Eudralex2007_8.15_2, MarkingTask_303, 0.22748, 0.17032, 0.0, 0.22748
mid_2069, Eudralex2007_8.15, Eudralex2007_8.15_2, IncidentRecordingTask403, 0.3442, 0.24089, 0.0, 0.3442
mid_2070, Eudralex2007_8.15, Eudralex2007_8.15_2, MarkingTask_201, 0.49188, 0.17076, 0.0, 0.49188
mid_2071, Eudralex2007_8.15, Eudralex2007_8.15_2, IncidentRecordingTask402, 0.3442, 0.24089, 0.0, 0.3442
mid_2072, Eudralex2007_8.15, Eudralex2007_8.15_2, StoringTask103, 0.0, 0.1335, 0.0, 0.1335
mid_2073, Eudralex2007_8.15, Eudralex2007_8.15_2, STask301, 0.21822, 0.1083, 0.0, 0.21822
mid_2074, Eudralex2007_8.15, Eudralex2007_8.15_2, T101CleaningTask, 0.23945, 0.06477, 0.0, 0.23945
mid_2075, Eudralex2007_8.15, Eudralex2007_8.15_2, STask302, 0.21822, 0.1083, 0.0, 0.21822
mid_2076, Eudralex2007_8.15, Eudralex2007_8.15_2, ProtectingTask203, 0.0, 0.1335, 0.0, 0.1335
mid_2077, Eudralex2007_8.15, Eudralex2007_8.15_2, DisposingTask203, 0.21822, 0.1083, 0.0, 0.21822
mid_2078, Eudralex2007_8.15, Eudralex2007_8.15_2, ComplaintRecordingTask201, 0.23041, 0.0, 0.0, 0.23041
mid_2079, Eudralex2007_8.15, Eudralex2007_8.15_2, ComplaintRecordingTask202, 0.23041, 0.0, 0.0, 0.23041
mid_2080, Eudralex2007_8.15, Eudralex2007_8.15_2, AspirinTabletMarkTask103, 0.22093, 0.1335, 0.0, 0.22093
mid_2081, Eudralex2007_8.15, Eudralex2007_8.15_2, PurchasingTask103, 0.24801, 0.1335, 0.0, 0.24801
mid_2082, Eudralex2007_8.15, Eudralex2007_8.15_2, ResultRecordingTask302, 0.38206, 0.27122, 0.0, 0.38206
mid_2083, Eudralex2007_8.15, Eudralex2007_8.15_2, ProtectingTask201, 0.0, 0.1335, 0.0, 0.1335
mid_2084, Eudralex2007_8.15, Eudralex2007_8.15_2, T102CleaningTask, 0.23945, 0.06477, 0.0, 0.23945
mid_2085, Eudralex2007_8.15, Eudralex2007_8.15_2, CleaningTask_203, 0.23945, 0.13153, 0.0, 0.23945
mid_2086, Eudralex2007_8.15, Eudralex2007_8.15_2, DataRecordingTask503, 0.23164, 0.0, 0.0, 0.23164
mid_2087, Eudralex2007_8.15, Eudralex2007_8.15_2, TankCleaningTask103, 0.23945, 0.06477, 0.0, 0.23945
mid_2088, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_303, 0.5432, 1.0, 0.0, 1.0
mid_2089, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_101, 0.34853, 1.0, 0.0, 1.0
mid_2090, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_202, 0.0, 0.5, 0.0, 0.5
mid_2091, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_102, 0.34853, 1.0, 0.0, 1.0
mid_2092, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_203, 0.27422, 0.5, 0.0, 0.5
mid_2093, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_104, 0.34853, 1.0, 0.0, 1.0
mid_2094, Eudralex2007_8.15, Eudralex2007_8.15_2, RecycleDisposal102, 0.22741, 0.14963, 0.0, 0.22741
mid_2095, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_103, 0.34853, 1.0, 0.0, 1.0
mid_2096, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_201, 0.27422, 0.5, 0.0, 0.5
mid_2097, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_301, 0.5432, 1.0, 0.0, 1.0
mid_2098, Eudralex2007_8.15, Eudralex2007_8.15_2, DeviationRecordTask101, 0.34853, 0.5, 0.0, 0.5
mid_2099, Eudralex2007_8.15, Eudralex2007_8.15_2, BioDisposal101, 0.22741, 0.14963, 0.0, 0.22741
mid_2100, Eudralex2007_8.15, Eudralex2007_8.15_2, InvestigatingTask_302, 0.5432, 1.0, 0.0, 1.0
mid_2101, Eudralex2007_8.15, Eudralex2007_8.15_2, DeviationRecordTask103, 0.34853, 0.5, 0.0, 0.5
mid_2102, Eudralex2007_8.15, Eudralex2007_8.15_2, DeviationRecordTask102, 0.34853, 0.5, 0.0, 0.5
mid_2103, Eudralex2007_8.15, Eudralex2007_8.15_2, ToxicDisposal103, 0.22741, 0.14963, 0.0, 0.22741
mid_2104, Eudralex2007_8.15, Eudralex2007_8.15_2, DeviationRecordTask104, 0.34853, 0.5, 0.0, 0.5
mid_2105, Eudralex2007_7.41, Eudralex2007_7.41_1, MarkingTask_302, 0.55712, 0.81896, 0.0, 0.81896
mid_2106, Eudralex2007_7.41, Eudralex2007_7.41_1, P101Task, 0.24816, 0.37971, 0.0, 0.37971
mid_2107, Eudralex2007_7.41, Eudralex2007_7.41_1, DataRecordingTask501, 0.61288, 0.4028, 0.0, 0.61288
mid_2108, Eudralex2007_7.41, Eudralex2007_7.41_1, IncidentRecordingTask401, 0.63893, 0.4028, 0.0, 0.63893
mid_2109, Eudralex2007_7.41, Eudralex2007_7.41_1, AspirinTabletMarkTask101, 0.33519, 0.81896, 0.0, 0.81896
mid_2110, Eudralex2007_7.41, Eudralex2007_7.41_1, AspirinTabletMarkTask102, 0.55359, 0.81896, 0.0, 0.81896
mid_2111, Eudralex2007_7.41, Eudralex2007_7.41_1, AspirinStorageTask101, 0.66667, 1.0, 0.0, 1.0
mid_2112, Eudralex2007_7.41, Eudralex2007_7.41_1, ResultRecordingTask303, 0.66057, 0.63818, 0.0, 0.66057
mid_2113, Eudralex2007_7.41, Eudralex2007_7.41_1, StoringTask102, 0.66667, 1.0, 0.0, 1.0
mid_2114, Eudralex2007_7.41, Eudralex2007_7.41_1, PurchasingTask102, 0.57813, 0.5, 0.0, 0.57813
mid_2115, Eudralex2007_7.41, Eudralex2007_7.41_1, ComplaintRecordingTask203, 0.59013, 0.4028, 0.0, 0.59013
mid_2116, Eudralex2007_7.41, Eudralex2007_7.41_1, STask303, 0.55419, 0.69363, 0.0, 0.69363
mid_2117, Eudralex2007_7.41, Eudralex2007_7.41_1, AcidPurchaseTask101, 0.46037, 0.5, 0.0, 0.5
mid_2118, Eudralex2007_7.41, Eudralex2007_7.41_1, CleaningTask_301, 0.51397, 0.37971, 0.0, 0.51397
mid_2119, Eudralex2007_7.41, Eudralex2007_7.41_1, DisposingTask201, 0.29438, 0.19363, 0.0, 0.29438
mid_2120, Eudralex2007_7.41, Eudralex2007_7.41_1, CleaningTask_302, 0.51397, 0.37971, 0.0, 0.51397
mid_2121, Eudralex2007_7.41, Eudralex2007_7.41_1, ResultRecordingTask301, 0.66057, 0.63818, 0.0, 0.66057
mid_2122, Eudralex2007_7.41, Eudralex2007_7.41_1, P102Task, 0.41317, 0.37971, 0.0, 0.41317
mid_2123, Eudralex2007_7.41, Eudralex2007_7.41_1, MarkingTask_202, 0.68053, 0.81896, 0.0, 0.81896
mid_2124, Eudralex2007_7.41, Eudralex2007_7.41_1, ProtectingTask202, 0.46037, 0.5, 0.0, 0.5
mid_2125, Eudralex2007_7.41, Eudralex2007_7.41_1, DataRecordingTask502, 0.61288, 0.4028, 0.0, 0.61288
mid_2126, Eudralex2007_7.41, Eudralex2007_7.41_1, P103Task, 0.41317, 0.37971, 0.0, 0.41317
mid_2127, Eudralex2007_7.41, Eudralex2007_7.41_1, MarkingTask_203, 0.68053, 0.81896, 0.0, 0.81896
mid_2128, Eudralex2007_7.41, Eudralex2007_7.41_1, CleaningTask_201, 0.36783, 0.37971, 0.0, 0.37971
mid_2129, Eudralex2007_7.41, Eudralex2007_7.41_1, CheckingTask402, 0.45924, 0.0, 0.0, 0.45924
mid_2130, Eudralex2007_7.41, Eudralex2007_7.41_1, CheckingTask403, 0.45924, 0.0, 0.0, 0.45924
mid_2131, Eudralex2007_7.41, Eudralex2007_7.41_1, S203Task, 0.58647, 0.87971, 0.0, 0.87971
mid_2132, Eudralex2007_7.41, Eudralex2007_7.41_1, MarkingTask_301, 0.55712, 0.81896, 0.0, 0.81896
mid_2133, Eudralex2007_7.41, Eudralex2007_7.41_1, CheckingTask401, 0.45924, 0.0, 0.0, 0.45924
mid_2134, Eudralex2007_7.41, Eudralex2007_7.41_1, DisposingTask202, 0.29438, 0.19363, 0.0, 0.29438
mid_2135, Eudralex2007_7.41, Eudralex2007_7.41_1, StoringTask104, 0.66667, 1.0, 0.0, 1.0
mid_2136, Eudralex2007_7.41, Eudralex2007_7.41_1, S201Task, 0.74858, 0.87971, 0.0, 0.87971
mid_2137, Eudralex2007_7.41, Eudralex2007_7.41_1, CleaningTask_303, 0.51397, 0.37971, 0.0, 0.51397
mid_2138, Eudralex2007_7.41, Eudralex2007_7.41_1, PurchasingTask104, 0.57813, 0.5, 0.0, 0.57813
mid_2139, Eudralex2007_7.41, Eudralex2007_7.41_1, CleaningTask_202, 0.58311, 0.37971, 0.0, 0.58311
mid_2140, Eudralex2007_7.41, Eudralex2007_7.41_1, MarkingTask_303, 0.55712, 0.81896, 0.0, 0.81896
mid_2141, Eudralex2007_7.41, Eudralex2007_7.41_1, IncidentRecordingTask403, 0.63893, 0.4028, 0.0, 0.63893
mid_2142, Eudralex2007_7.41, Eudralex2007_7.41_1, MarkingTask_201, 0.68053, 0.81896, 0.0, 0.81896
mid_2143, Eudralex2007_7.41, Eudralex2007_7.41_1, IncidentRecordingTask402, 0.63893, 0.4028, 0.0, 0.63893
mid_2144, Eudralex2007_7.41, Eudralex2007_7.41_1, StoringTask103, 0.66667, 1.0, 0.0, 1.0
mid_2145, Eudralex2007_7.41, Eudralex2007_7.41_1, STask301, 0.55419, 0.69363, 0.0, 0.69363
mid_2146, Eudralex2007_7.41, Eudralex2007_7.41_1, T101CleaningTask, 0.51397, 0.37971, 0.0, 0.51397
mid_2147, Eudralex2007_7.41, Eudralex2007_7.41_1, STask302, 0.55419, 0.69363, 0.0, 0.69363
mid_2148, Eudralex2007_7.41, Eudralex2007_7.41_1, ProtectingTask203, 0.46037, 0.5, 0.0, 0.5
mid_2149, Eudralex2007_7.41, Eudralex2007_7.41_1, DisposingTask203, 0.29438, 0.19363, 0.0, 0.29438
mid_2150, Eudralex2007_7.41, Eudralex2007_7.41_1, ComplaintRecordingTask201, 0.54633, 0.4028, 0.0, 0.54633
mid_2151, Eudralex2007_7.41, Eudralex2007_7.41_1, ComplaintRecordingTask202, 0.54633, 0.4028, 0.0, 0.54633
mid_2152, Eudralex2007_7.41, Eudralex2007_7.41_1, AspirinTabletMarkTask103, 0.55359, 0.81896, 0.0, 0.81896
mid_2153, Eudralex2007_7.41, Eudralex2007_7.41_1, PurchasingTask103, 0.2448, 0.5, 0.0, 0.5
mid_2154, Eudralex2007_7.41, Eudralex2007_7.41_1, ResultRecordingTask302, 0.66057, 0.63818, 0.0, 0.66057
mid_2155, Eudralex2007_7.41, Eudralex2007_7.41_1, ProtectingTask201, 0.46037, 0.5, 0.0, 0.5
mid_2156, Eudralex2007_7.41, Eudralex2007_7.41_1, T102CleaningTask, 0.51651, 0.37971, 0.0, 0.51651
mid_2157, Eudralex2007_7.41, Eudralex2007_7.41_1, CleaningTask_203, 0.51397, 0.37971, 0.0, 0.51397
mid_2158, Eudralex2007_7.41, Eudralex2007_7.41_1, DataRecordingTask503, 0.61288, 0.4028, 0.0, 0.61288
mid_2159, Eudralex2007_7.41, Eudralex2007_7.41_1, S202Task, 0.58647, 0.87971, 0.0, 0.87971
mid_2160, Eudralex2007_7.41, Eudralex2007_7.41_1, TankCleaningTask103, 0.51651, 0.37971, 0.0, 0.51651
mid_2161, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_303, 0.49845, 0.1569, 0.0, 0.49845
mid_2162, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_101, 0.46165, 0.07117, 0.0, 0.46165
mid_2163, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_102, 0.32433, 0.07117, 0.0, 0.32433
mid_2164, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_203, 0.43506, 0.0, 0.0, 0.43506
mid_2165, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_104, 0.32433, 0.07117, 0.0, 0.32433
mid_2166, Eudralex2007_7.41, Eudralex2007_7.41_1, RecycleDisposal102, 0.55708, 0.5, 0.0, 0.55708
mid_2167, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_103, 0.46165, 0.07117, 0.0, 0.46165
mid_2168, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_201, 0.2473, 0.0, 0.0, 0.2473
mid_2169, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_301, 0.49278, 0.1569, 0.0, 0.49278
mid_2170, Eudralex2007_7.41, Eudralex2007_7.41_1, DeviationRecordTask101, 0.64134, 0.47397, 0.0, 0.64134
mid_2171, Eudralex2007_7.41, Eudralex2007_7.41_1, BioDisposal101, 0.55708, 0.5, 0.0, 0.55708
mid_2172, Eudralex2007_7.41, Eudralex2007_7.41_1, InvestigatingTask_302, 0.49278, 0.1569, 0.0, 0.49278
mid_2173, Eudralex2007_7.41, Eudralex2007_7.41_1, DeviationRecordTask103, 0.64134, 0.47397, 0.0, 0.64134
mid_2174, Eudralex2007_7.41, Eudralex2007_7.41_1, DeviationRecordTask102, 0.64134, 0.47397, 0.0, 0.64134
mid_2175, Eudralex2007_7.41, Eudralex2007_7.41_1, ToxicDisposal103, 0.55708, 0.5, 0.0, 0.55708
mid_2176, Eudralex2007_7.41, Eudralex2007_7.41_1, DeviationRecordTask104, 0.64134, 0.47397, 0.0, 0.64134
mid_2177, Eudralex2007_5.21, Eudralex2007_5.21_4, MarkingTask_302, 0.39329, 0.37937, 0.67409, 0.53369
mid_2178, Eudralex2007_5.21, Eudralex2007_5.21_4, P101Task, 0.32431, 0.0, 0.38392, 0.35411499999999996
mid_2179, Eudralex2007_5.21, Eudralex2007_5.21_4, DataRecordingTask501, 0.24248, 0.17375, 0.43493, 0.338705
mid_2180, Eudralex2007_5.21, Eudralex2007_5.21_4, IncidentRecordingTask401, 0.24248, 0.17375, 0.43493, 0.338705
mid_2181, Eudralex2007_5.21, Eudralex2007_5.21_4, AspirinTabletMarkTask101, 0.30812, 0.37937, 0.46115, 0.42025999999999997
mid_2182, Eudralex2007_5.21, Eudralex2007_5.21_4, AspirinTabletMarkTask102, 0.39329, 0.37937, 0.67409, 0.53369
mid_2183, Eudralex2007_5.21, Eudralex2007_5.21_4, AspirinStorageTask101, 0.23899, 0.0, 0.37971, 0.30935
mid_2184, Eudralex2007_5.21, Eudralex2007_5.21_4, ResultRecordingTask303, 0.32432, 0.17375, 0.43493, 0.379625
mid_2185, Eudralex2007_5.21, Eudralex2007_5.21_4, StoringTask102, 0.21356, 0.0, 0.37971, 0.296635
mid_2186, Eudralex2007_5.21, Eudralex2007_5.21_4, PurchasingTask102, 0.35358, 0.0, 0.5953, 0.47444000000000003
mid_2187, Eudralex2007_5.21, Eudralex2007_5.21_4, ComplaintRecordingTask203, 0.24248, 0.17375, 0.43493, 0.338705
mid_2188, Eudralex2007_5.21, Eudralex2007_5.21_4, STask303, 0.22185, 0.0, 0.35917, 0.29051
mid_2189, Eudralex2007_5.21, Eudralex2007_5.21_4, AcidPurchaseTask101, 0.23899, 0.0, 0.37971, 0.30935
mid_2190, Eudralex2007_5.21, Eudralex2007_5.21_4, CleaningTask_301, 0.48181, 0.0, 1.0, 0.740905
mid_2191, Eudralex2007_5.21, Eudralex2007_5.21_4, DisposingTask201, 0.20295, 0.0, 0.31192, 0.25743499999999997
mid_2192, Eudralex2007_5.21, Eudralex2007_5.21_4, CleaningTask_302, 0.48181, 0.0, 1.0, 0.740905
mid_2193, Eudralex2007_5.21, Eudralex2007_5.21_4, ResultRecordingTask301, 0.32432, 0.17375, 0.43493, 0.379625
mid_2194, Eudralex2007_5.21, Eudralex2007_5.21_4, P102Task, 0.43237, 0.0, 0.65407, 0.54322
mid_2195, Eudralex2007_5.21, Eudralex2007_5.21_4, MarkingTask_202, 0.39329, 0.37937, 0.67409, 0.53369
mid_2196, Eudralex2007_5.21, Eudralex2007_5.21_4, ProtectingTask202, 0.23899, 0.0, 0.37971, 0.30935
mid_2197, Eudralex2007_5.21, Eudralex2007_5.21_4, DataRecordingTask502, 0.24248, 0.17375, 0.43493, 0.338705
mid_2198, Eudralex2007_5.21, Eudralex2007_5.21_4, P103Task, 0.43237, 0.0, 0.65407, 0.54322
mid_2199, Eudralex2007_5.21, Eudralex2007_5.21_4, MarkingTask_203, 0.39329, 0.37937, 0.67409, 0.53369
mid_2200, Eudralex2007_5.21, Eudralex2007_5.21_4, CleaningTask_201, 0.39464, 0.0, 0.71121, 0.552925
mid_2201, Eudralex2007_5.21, Eudralex2007_5.21_4, CheckingTask402, 0.27309, 0.18033, 0.38082, 0.326955
mid_2202, Eudralex2007_5.21, Eudralex2007_5.21_4, CheckingTask403, 0.27309, 0.18033, 0.38082, 0.326955
mid_2203, Eudralex2007_5.21, Eudralex2007_5.21_4, S203Task, 0.22071, 0.0, 0.5, 0.360355
mid_2204, Eudralex2007_5.21, Eudralex2007_5.21_4, MarkingTask_301, 0.39329, 0.37937, 0.67409, 0.53369
mid_2205, Eudralex2007_5.21, Eudralex2007_5.21_4, CheckingTask401, 0.27309, 0.18033, 0.38082, 0.326955
mid_2206, Eudralex2007_5.21, Eudralex2007_5.21_4, DisposingTask202, 0.20295, 0.0, 0.31192, 0.25743499999999997
mid_2207, Eudralex2007_5.21, Eudralex2007_5.21_4, StoringTask104, 0.23899, 0.0, 0.37971, 0.30935
mid_2208, Eudralex2007_5.21, Eudralex2007_5.21_4, S201Task, 0.44111, 0.0, 0.73428, 0.5876950000000001
mid_2209, Eudralex2007_5.21, Eudralex2007_5.21_4, CleaningTask_303, 0.48181, 0.0, 1.0, 0.740905
mid_2210, Eudralex2007_5.21, Eudralex2007_5.21_4, PurchasingTask104, 0.35358, 0.0, 0.5953, 0.47444000000000003
mid_2211, Eudralex2007_5.21, Eudralex2007_5.21_4, CleaningTask_202, 0.5474, 0.0, 1.0, 0.7737
mid_2212, Eudralex2007_5.21, Eudralex2007_5.21_4, MarkingTask_303, 0.39329, 0.37937, 0.67409, 0.53369
mid_2213, Eudralex2007_5.21, Eudralex2007_5.21_4, IncidentRecordingTask403, 0.24248, 0.17375, 0.43493, 0.338705
mid_2214, Eudralex2007_5.21, Eudralex2007_5.21_4, MarkingTask_201, 0.39329, 0.37937, 0.67409, 0.53369
mid_2215, Eudralex2007_5.21, Eudralex2007_5.21_4, IncidentRecordingTask402, 0.24248, 0.17375, 0.43493, 0.338705
mid_2216, Eudralex2007_5.21, Eudralex2007_5.21_4, StoringTask103, 0.21356, 0.0, 0.37971, 0.296635
mid_2217, Eudralex2007_5.21, Eudralex2007_5.21_4, STask301, 0.22185, 0.0, 0.35917, 0.29051
mid_2218, Eudralex2007_5.21, Eudralex2007_5.21_4, T101CleaningTask, 0.57074, 0.0, 1.0, 0.78537
mid_2219, Eudralex2007_5.21, Eudralex2007_5.21_4, STask302, 0.22185, 0.0, 0.35917, 0.29051
mid_2220, Eudralex2007_5.21, Eudralex2007_5.21_4, ProtectingTask203, 0.23899, 0.0, 0.37971, 0.30935
mid_2221, Eudralex2007_5.21, Eudralex2007_5.21_4, DisposingTask203, 0.20295, 0.0, 0.31192, 0.25743499999999997
mid_2222, Eudralex2007_5.21, Eudralex2007_5.21_4, ComplaintRecordingTask201, 0.23274, 0.17375, 0.38704, 0.30989
mid_2223, Eudralex2007_5.21, Eudralex2007_5.21_4, ComplaintRecordingTask202, 0.23274, 0.17375, 0.38704, 0.30989
mid_2224, Eudralex2007_5.21, Eudralex2007_5.21_4, AspirinTabletMarkTask103, 0.39329, 0.37937, 0.67409, 0.53369
mid_2225, Eudralex2007_5.21, Eudralex2007_5.21_4, PurchasingTask103, 0.2017, 0.0, 0.21559, 0.208645
mid_2226, Eudralex2007_5.21, Eudralex2007_5.21_4, ResultRecordingTask302, 0.32432, 0.17375, 0.43493, 0.379625
mid_2227, Eudralex2007_5.21, Eudralex2007_5.21_4, ProtectingTask201, 0.23899, 0.0, 0.37971, 0.30935
mid_2228, Eudralex2007_5.21, Eudralex2007_5.21_4, T102CleaningTask, 0.57074, 0.0, 1.0, 0.78537
mid_2229, Eudralex2007_5.21, Eudralex2007_5.21_4, CleaningTask_203, 0.48181, 0.0, 1.0, 0.740905
mid_2230, Eudralex2007_5.21, Eudralex2007_5.21_4, DataRecordingTask503, 0.24248, 0.17375, 0.43493, 0.338705
mid_2231, Eudralex2007_5.21, Eudralex2007_5.21_4, S202Task, 0.47342, 0.0, 0.68355, 0.578485
mid_2232, Eudralex2007_5.21, Eudralex2007_5.21_4, TankCleaningTask103, 0.57074, 0.0, 1.0, 0.78537
mid_2233, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_303, 0.27568, 0.26208, 0.38731, 0.331495
mid_2234, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_101, 0.27309, 0.26208, 0.38082, 0.326955
mid_2235, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_102, 0.18195, 0.0, 0.2111, 0.196525
mid_2236, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_203, 0.27309, 0.0, 0.38082, 0.326955
mid_2237, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_104, 0.18195, 0.0, 0.2111, 0.196525
mid_2238, Eudralex2007_5.21, Eudralex2007_5.21_4, RecycleDisposal102, 0.34698, 0.0, 0.64967, 0.498325
mid_2239, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_103, 0.27309, 0.0, 0.38082, 0.326955
mid_2240, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_201, 0.16138, 0.0, 0.15968, 0.16138
mid_2241, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_301, 0.24796, 0.0, 0.37611, 0.312035
mid_2242, Eudralex2007_5.21, Eudralex2007_5.21_4, DeviationRecordTask101, 0.24783, 0.17375, 0.4466, 0.347215
mid_2243, Eudralex2007_5.21, Eudralex2007_5.21_4, BioDisposal101, 0.34698, 0.0, 0.64967, 0.498325
mid_2244, Eudralex2007_5.21, Eudralex2007_5.21_4, InvestigatingTask_302, 0.24796, 0.0, 0.37611, 0.312035
mid_2245, Eudralex2007_5.21, Eudralex2007_5.21_4, DeviationRecordTask103, 0.24783, 0.17375, 0.4466, 0.347215
mid_2246, Eudralex2007_5.21, Eudralex2007_5.21_4, DeviationRecordTask102, 0.24783, 0.17375, 0.4466, 0.347215
mid_2247, Eudralex2007_5.21, Eudralex2007_5.21_4, ToxicDisposal103, 0.34698, 0.0, 0.64967, 0.498325
mid_2248, Eudralex2007_5.21, Eudralex2007_5.21_4, DeviationRecordTask104, 0.24783, 0.17375, 0.4466, 0.347215
mid_2249, Eudralex2007_5.21, Eudralex2007_5.21_12, MarkingTask_302, 0.39329, 0.0, 0.58891, 0.4911
mid_2250, Eudralex2007_5.21, Eudralex2007_5.21_12, P101Task, 0.32431, 0.0, 0.51595, 0.42013
mid_2251, Eudralex2007_5.21, Eudralex2007_5.21_12, DataRecordingTask501, 0.24248, 0.0, 0.3484, 0.29544
mid_2252, Eudralex2007_5.21, Eudralex2007_5.21_12, IncidentRecordingTask401, 0.24248, 0.0, 0.3484, 0.29544
mid_2253, Eudralex2007_5.21, Eudralex2007_5.21_12, AspirinTabletMarkTask101, 0.30812, 0.0, 0.46959, 0.388855
mid_2254, Eudralex2007_5.21, Eudralex2007_5.21_12, AspirinTabletMarkTask102, 0.39329, 0.0, 0.58891, 0.4911
mid_2255, Eudralex2007_5.21, Eudralex2007_5.21_12, AspirinStorageTask101, 0.23899, 0.0, 0.34777, 0.29338000000000003
mid_2256, Eudralex2007_5.21, Eudralex2007_5.21_12, ResultRecordingTask303, 0.32432, 0.0, 0.47509, 0.399705
mid_2257, Eudralex2007_5.21, Eudralex2007_5.21_12, StoringTask102, 0.21356, 0.0, 0.34777, 0.280665
mid_2258, Eudralex2007_5.21, Eudralex2007_5.21_12, PurchasingTask102, 0.35358, 0.0, 0.53327, 0.443425
mid_2259, Eudralex2007_5.21, Eudralex2007_5.21_12, ComplaintRecordingTask203, 0.24248, 0.0, 0.3484, 0.29544
mid_2260, Eudralex2007_5.21, Eudralex2007_5.21_12, STask303, 0.22185, 0.0, 0.40144, 0.311645
mid_2261, Eudralex2007_5.21, Eudralex2007_5.21_12, AcidPurchaseTask101, 0.23899, 0.0, 0.34777, 0.29338000000000003
mid_2262, Eudralex2007_5.21, Eudralex2007_5.21_12, CleaningTask_301, 0.48181, 0.0, 0.74559, 0.6137
mid_2263, Eudralex2007_5.21, Eudralex2007_5.21_12, DisposingTask201, 0.20295, 0.0, 0.46188, 0.332415
mid_2264, Eudralex2007_5.21, Eudralex2007_5.21_12, CleaningTask_302, 0.48181, 0.0, 0.74559, 0.6137
mid_2265, Eudralex2007_5.21, Eudralex2007_5.21_12, ResultRecordingTask301, 0.32432, 0.0, 0.47509, 0.399705
mid_2266, Eudralex2007_5.21, Eudralex2007_5.21_12, P102Task, 0.43237, 0.0, 0.73207, 0.58222
mid_2267, Eudralex2007_5.21, Eudralex2007_5.21_12, MarkingTask_202, 0.39329, 0.0, 0.58891, 0.4911
mid_2268, Eudralex2007_5.21, Eudralex2007_5.21_12, ProtectingTask202, 0.23899, 0.0, 0.34777, 0.29338000000000003
mid_2269, Eudralex2007_5.21, Eudralex2007_5.21_12, DataRecordingTask502, 0.24248, 0.0, 0.3484, 0.29544
mid_2270, Eudralex2007_5.21, Eudralex2007_5.21_12, P103Task, 0.43237, 0.0, 0.73207, 0.58222
mid_2271, Eudralex2007_5.21, Eudralex2007_5.21_12, MarkingTask_203, 0.39329, 0.0, 0.58891, 0.4911
mid_2272, Eudralex2007_5.21, Eudralex2007_5.21_12, CleaningTask_201, 0.39464, 0.0, 0.63008, 0.5123599999999999
mid_2273, Eudralex2007_5.21, Eudralex2007_5.21_12, CheckingTask402, 0.27309, 0.0, 0.38646, 0.32977500000000004
mid_2274, Eudralex2007_5.21, Eudralex2007_5.21_12, CheckingTask403, 0.27309, 0.0, 0.38646, 0.32977500000000004
mid_2275, Eudralex2007_5.21, Eudralex2007_5.21_12, S203Task, 0.22071, 0.0, 0.41757, 0.31914
mid_2276, Eudralex2007_5.21, Eudralex2007_5.21_12, MarkingTask_301, 0.39329, 0.0, 0.58891, 0.4911
mid_2277, Eudralex2007_5.21, Eudralex2007_5.21_12, CheckingTask401, 0.27309, 0.0, 0.38646, 0.32977500000000004
mid_2278, Eudralex2007_5.21, Eudralex2007_5.21_12, DisposingTask202, 0.20295, 0.0, 0.46188, 0.332415
mid_2279, Eudralex2007_5.21, Eudralex2007_5.21_12, StoringTask104, 0.23899, 0.0, 0.34777, 0.29338000000000003
mid_2280, Eudralex2007_5.21, Eudralex2007_5.21_12, S201Task, 0.44111, 0.0, 0.67915, 0.56013
mid_2281, Eudralex2007_5.21, Eudralex2007_5.21_12, CleaningTask_303, 0.48181, 0.0, 0.74559, 0.6137
mid_2282, Eudralex2007_5.21, Eudralex2007_5.21_12, PurchasingTask104, 0.35358, 0.0, 0.53327, 0.443425
mid_2283, Eudralex2007_5.21, Eudralex2007_5.21_12, CleaningTask_202, 0.5474, 0.0, 0.79654, 0.67197
