sn,alpha,beta,gamma,threshold,precision,recall,fmeasure
533,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
534,0.6000000000000001,0.6000000000000001,0.5000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
535,0.6000000000000001,0.6000000000000001,0.40000000000000013,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
536,0.6000000000000001,0.6000000000000001,0.30000000000000016,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
537,0.6000000000000001,0.6000000000000001,0.20000000000000015,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
538,0.6000000000000001,0.6000000000000001,0.10000000000000014,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
539,0.6000000000000001,0.6000000000000001,1.3877787807814457E-16,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
540,0.6000000000000001,0.5000000000000001,1.0,0.82,0.9375,0.8823529411764706,0.9090909090909091
541,0.6000000000000001,0.5000000000000001,0.9,0.82,0.9375,0.8823529411764706,0.9090909090909091
542,0.6000000000000001,0.5000000000000001,0.8,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
543,0.6000000000000001,0.5000000000000001,0.7000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
544,0.6000000000000001,0.5000000000000001,0.6000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
545,0.6000000000000001,0.5000000000000001,0.5000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
546,0.6000000000000001,0.5000000000000001,0.40000000000000013,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
547,0.6000000000000001,0.5000000000000001,0.30000000000000016,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
548,0.6000000000000001,0.5000000000000001,0.20000000000000015,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
549,0.6000000000000001,0.5000000000000001,0.10000000000000014,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
550,0.6000000000000001,0.5000000000000001,1.3877787807814457E-16,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
551,0.6000000000000001,0.40000000000000013,1.0,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
552,0.6000000000000001,0.40000000000000013,0.9,0.82,0.9375,0.8823529411764706,0.9090909090909091
553,0.6000000000000001,0.40000000000000013,0.8,0.82,0.9375,0.8823529411764706,0.9090909090909091
554,0.6000000000000001,0.40000000000000013,0.7000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
555,0.6000000000000001,0.40000000000000013,0.6000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
556,0.6000000000000001,0.40000000000000013,0.5000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
557,0.6000000000000001,0.40000000000000013,0.40000000000000013,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
558,0.6000000000000001,0.40000000000000013,0.30000000000000016,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
559,0.6000000000000001,0.40000000000000013,0.20000000000000015,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
560,0.6000000000000001,0.40000000000000013,0.10000000000000014,0.82,0.9375,0.8823529411764706,0.9090909090909091
561,0.6000000000000001,0.40000000000000013,1.3877787807814457E-16,0.82,0.9375,0.8823529411764706,0.9090909090909091
562,0.6000000000000001,0.30000000000000016,1.0,0.7699999999999999,0.75,0.8823529411764706,0.8108108108108107
563,0.6000000000000001,0.30000000000000016,0.9,0.7899999999999999,0.9285714285714286,0.7647058823529411,0.8387096774193549
564,0.6000000000000001,0.30000000000000016,0.8,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
565,0.6000000000000001,0.30000000000000016,0.7000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
566,0.6000000000000001,0.30000000000000016,0.6000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
567,0.6000000000000001,0.30000000000000016,0.5000000000000001,0.82,0.9375,0.8823529411764706,0.9090909090909091
568,0.6000000000000001,0.30000000000000016,0.40000000000000013,0.82,0.9375,0.8823529411764706,0.9090909090909091
569,0.6000000000000001,0.30000000000000016,0.30000000000000016,0.82,0.9375,0.8823529411764706,0.9090909090909091
570,0.6000000000000001,0.30000000000000016,0.20000000000000015,0.82,0.9375,0.8823529411764706,0.9090909090909091
571,0.6000000000000001,0.30000000000000016,0.10000000000000014,0.82,0.9375,0.8823529411764706,0.9090909090909091
572,0.6000000000000001,0.30000000000000016,1.3877787807814457E-16,0.82,0.9375,0.8823529411764706,0.9090909090909091
573,0.6000000000000001,0.20000000000000015,1.0,0.7999999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
574,0.6000000000000001,0.20000000000000015,0.9,0.7399999999999999,0.75,0.8823529411764706,0.8108108108108107
575,0.6000000000000001,0.20000000000000015,0.8,0.7499999999999999,0.75,0.8823529411764706,0.8108108108108107
576,0.6000000000000001,0.20000000000000015,0.7000000000000001,0.7699999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
577,0.6000000000000001,0.20000000000000015,0.6000000000000001,0.7799999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
578,0.6000000000000001,0.20000000000000015,0.5000000000000001,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
579,0.6000000000000001,0.20000000000000015,0.40000000000000013,0.82,0.9375,0.8823529411764706,0.9090909090909091
580,0.6000000000000001,0.20000000000000015,0.30000000000000016,0.83,0.9375,0.8823529411764706,0.9090909090909091
581,0.6000000000000001,0.20000000000000015,0.20000000000000015,0.83,0.9375,0.8823529411764706,0.9090909090909091
582,0.6000000000000001,0.20000000000000015,0.10000000000000014,0.83,0.9375,0.8823529411764706,0.9090909090909091
583,0.6000000000000001,0.20000000000000015,1.3877787807814457E-16,0.83,0.9375,0.8823529411764706,0.9090909090909091
584,0.6000000000000001,0.10000000000000014,1.0,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
585,0.6000000000000001,0.10000000000000014,0.9,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
586,0.6000000000000001,0.10000000000000014,0.8,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
587,0.6000000000000001,0.10000000000000014,0.7000000000000001,0.7799999999999999,0.8571428571428571,0.7058823529411765,0.7741935483870968
588,0.6000000000000001,0.10000000000000014,0.6000000000000001,0.7399999999999999,0.75,0.8823529411764706,0.8108108108108107
589,0.6000000000000001,0.10000000000000014,0.5000000000000001,0.7599999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
590,0.6000000000000001,0.10000000000000014,0.40000000000000013,0.7799999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
591,0.6000000000000001,0.10000000000000014,0.30000000000000016,0.8099999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
592,0.6000000000000001,0.10000000000000014,0.20000000000000015,0.84,0.9375,0.8823529411764706,0.9090909090909091
593,0.6000000000000001,0.10000000000000014,0.10000000000000014,0.84,0.9375,0.8823529411764706,0.9090909090909091
594,0.6000000000000001,0.10000000000000014,1.3877787807814457E-16,0.84,0.9375,0.8823529411764706,0.9090909090909091
595,0.6000000000000001,1.3877787807814457E-16,1.0,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
596,0.6000000000000001,1.3877787807814457E-16,0.9,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
597,0.6000000000000001,1.3877787807814457E-16,0.8,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
598,0.6000000000000001,1.3877787807814457E-16,0.7000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
599,0.6000000000000001,1.3877787807814457E-16,0.6000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
600,0.6000000000000001,1.3877787807814457E-16,0.5000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
601,0.6000000000000001,1.3877787807814457E-16,0.40000000000000013,0.7399999999999999,0.7142857142857143,0.8823529411764706,0.7894736842105262
602,0.6000000000000001,1.3877787807814457E-16,0.30000000000000016,0.7699999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
603,0.6000000000000001,1.3877787807814457E-16,0.20000000000000015,0.7999999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
604,0.6000000000000001,1.3877787807814457E-16,0.10000000000000014,0.82,0.8823529411764706,0.8823529411764706,0.8823529411764706
605,0.6000000000000001,1.3877787807814457E-16,1.3877787807814457E-16,0.85,0.8823529411764706,0.8823529411764706,0.8823529411764706
606,0.5000000000000001,1.0,1.0,0.83,0.9333333333333333,0.8235294117647058,0.8749999999999999
607,0.5000000000000001,1.0,0.9,0.83,0.9333333333333333,0.8235294117647058,0.8749999999999999
608,0.5000000000000001,1.0,0.8,0.83,0.9333333333333333,0.8235294117647058,0.8749999999999999
609,0.5000000000000001,1.0,0.7000000000000001,0.83,0.9333333333333333,0.8235294117647058,0.8749999999999999
610,0.5000000000000001,1.0,0.6000000000000001,0.82,0.9333333333333333,0.8235294117647058,0.8749999999999999
611,0.5000000000000001,1.0,0.5000000000000001,0.82,0.9333333333333333,0.8235294117647058,0.8749999999999999
612,0.5000000000000001,1.0,0.40000000000000013,0.82,0.9333333333333333,0.8235294117647058,0.8749999999999999
613,0.5000000000000001,1.0,0.30000000000000016,0.82,0.9333333333333333,0.8235294117647058,0.8749999999999999
614,0.5000000000000001,1.0,0.20000000000000015,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
615,0.5000000000000001,1.0,0.10000000000000014,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
616,0.5000000000000001,1.0,1.3877787807814457E-16,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
617,0.5000000000000001,0.9,1.0,0.83,1.0,0.8235294117647058,0.9032258064516129
618,0.5000000000000001,0.9,0.9,0.83,1.0,0.8235294117647058,0.9032258064516129
619,0.5000000000000001,0.9,0.8,0.83,1.0,0.8235294117647058,0.9032258064516129
620,0.5000000000000001,0.9,0.7000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
621,0.5000000000000001,0.9,0.6000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
622,0.5000000000000001,0.9,0.5000000000000001,0.7799999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
623,0.5000000000000001,0.9,0.40000000000000013,0.7799999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
624,0.5000000000000001,0.9,0.30000000000000016,0.7799999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
625,0.5000000000000001,0.9,0.20000000000000015,0.82,0.9333333333333333,0.8235294117647058,0.8749999999999999
626,0.5000000000000001,0.9,0.10000000000000014,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
627,0.5000000000000001,0.9,1.3877787807814457E-16,0.7699999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
628,0.5000000000000001,0.8,1.0,0.83,1.0,0.8235294117647058,0.9032258064516129
629,0.5000000000000001,0.8,0.9,0.83,1.0,0.8235294117647058,0.9032258064516129
630,0.5000000000000001,0.8,0.8,0.83,1.0,0.8235294117647058,0.9032258064516129
631,0.5000000000000001,0.8,0.7000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
632,0.5000000000000001,0.8,0.6000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
633,0.5000000000000001,0.8,0.5000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
634,0.5000000000000001,0.8,0.40000000000000013,0.83,1.0,0.8235294117647058,0.9032258064516129
635,0.5000000000000001,0.8,0.30000000000000016,0.82,1.0,0.8235294117647058,0.9032258064516129
636,0.5000000000000001,0.8,0.20000000000000015,0.82,1.0,0.8235294117647058,0.9032258064516129
637,0.5000000000000001,0.8,0.10000000000000014,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
638,0.5000000000000001,0.8,1.3877787807814457E-16,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
639,0.5000000000000001,0.7000000000000001,1.0,0.84,1.0,0.8235294117647058,0.9032258064516129
640,0.5000000000000001,0.7000000000000001,0.9,0.84,1.0,0.8235294117647058,0.9032258064516129
641,0.5000000000000001,0.7000000000000001,0.8,0.84,1.0,0.8235294117647058,0.9032258064516129
642,0.5000000000000001,0.7000000000000001,0.7000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
643,0.5000000000000001,0.7000000000000001,0.6000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
644,0.5000000000000001,0.7000000000000001,0.5000000000000001,0.83,1.0,0.8235294117647058,0.9032258064516129
645,0.5000000000000001,0.7000000000000001,0.40000000000000013,0.83,1.0,0.8235294117647058,0.9032258064516129
646,0.5000000000000001,0.7000000000000001,0.30000000000000016,0.83,1.0,0.8235294117647058,0.9032258064516129
647,0.5000000000000001,0.7000000000000001,0.20000000000000015,0.82,1.0,0.8235294117647058,0.9032258064516129
648,0.5000000000000001,0.7000000000000001,0.10000000000000014,0.82,1.0,0.8235294117647058,0.9032258064516129
649,0.5000000000000001,0.7000000000000001,1.3877787807814457E-16,0.82,1.0,0.8235294117647058,0.9032258064516129
650,0.5000000000000001,0.6000000000000001,1.0,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
651,0.5000000000000001,0.6000000000000001,0.9,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
652,0.5000000000000001,0.6000000000000001,0.8,0.84,1.0,0.8235294117647058,0.9032258064516129
653,0.5000000000000001,0.6000000000000001,0.7000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
654,0.5000000000000001,0.6000000000000001,0.6000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
655,0.5000000000000001,0.6000000000000001,0.5000000000000001,0.84,1.0,0.8235294117647058,0.9032258064516129
656,0.5000000000000001,0.6000000000000001,0.40000000000000013,0.83,1.0,0.8235294117647058,0.9032258064516129
657,0.5000000000000001,0.6000000000000001,0.30000000000000016,0.83,1.0,0.8235294117647058,0.9032258064516129
658,0.5000000000000001,0.6000000000000001,0.20000000000000015,0.83,1.0,0.8235294117647058,0.9032258064516129
659,0.5000000000000001,0.6000000000000001,0.10000000000000014,0.83,1.0,0.8235294117647058,0.9032258064516129
660,0.5000000000000001,0.6000000000000001,1.3877787807814457E-16,0.82,1.0,0.8235294117647058,0.9032258064516129
661,0.5000000000000001,0.5000000000000001,1.0,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
662,0.5000000000000001,0.5000000000000001,0.9,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
663,0.5000000000000001,0.5000000000000001,0.8,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
664,0.5000000000000001,0.5000000000000001,0.7000000000000001,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
665,0.5000000000000001,0.5000000000000001,0.6000000000000001,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
666,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
667,0.5000000000000001,0.5000000000000001,0.40000000000000013,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
668,0.5000000000000001,0.5000000000000001,0.30000000000000016,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
669,0.5000000000000001,0.5000000000000001,0.20000000000000015,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
670,0.5000000000000001,0.5000000000000001,0.10000000000000014,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
671,0.5000000000000001,0.5000000000000001,1.3877787807814457E-16,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
672,0.5000000000000001,0.40000000000000013,1.0,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
673,0.5000000000000001,0.40000000000000013,0.9,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
674,0.5000000000000001,0.40000000000000013,0.8,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
675,0.5000000000000001,0.40000000000000013,0.7000000000000001,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
676,0.5000000000000001,0.40000000000000013,0.6000000000000001,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
677,0.5000000000000001,0.40000000000000013,0.5000000000000001,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
678,0.5000000000000001,0.40000000000000013,0.40000000000000013,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
679,0.5000000000000001,0.40000000000000013,0.30000000000000016,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
680,0.5000000000000001,0.40000000000000013,0.20000000000000015,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
681,0.5000000000000001,0.40000000000000013,0.10000000000000014,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
682,0.5000000000000001,0.40000000000000013,1.3877787807814457E-16,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
683,0.5000000000000001,0.30000000000000016,1.0,0.7599999999999999,0.75,0.8823529411764706,0.8108108108108107
684,0.5000000000000001,0.30000000000000016,0.9,0.7699999999999999,0.7894736842105263,0.8823529411764706,0.8333333333333333
685,0.5000000000000001,0.30000000000000016,0.8,0.7799999999999999,0.9375,0.8823529411764706,0.9090909090909091
686,0.5000000000000001,0.30000000000000016,0.7000000000000001,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
687,0.5000000000000001,0.30000000000000016,0.6000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
688,0.5000000000000001,0.30000000000000016,0.5000000000000001,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
689,0.5000000000000001,0.30000000000000016,0.40000000000000013,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
690,0.5000000000000001,0.30000000000000016,0.30000000000000016,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
691,0.5000000000000001,0.30000000000000016,0.20000000000000015,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
692,0.5000000000000001,0.30000000000000016,0.10000000000000014,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
693,0.5000000000000001,0.30000000000000016,1.3877787807814457E-16,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
694,0.5000000000000001,0.20000000000000015,1.0,0.7999999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
695,0.5000000000000001,0.20000000000000015,0.9,0.7999999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
696,0.5000000000000001,0.20000000000000015,0.8,0.8099999999999999,0.9230769230769231,0.7058823529411765,0.8000000000000002
697,0.5000000000000001,0.20000000000000015,0.7000000000000001,0.7699999999999999,0.8666666666666667,0.7647058823529411,0.8125
698,0.5000000000000001,0.20000000000000015,0.6000000000000001,0.7699999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
699,0.5000000000000001,0.20000000000000015,0.5000000000000001,0.7899999999999999,0.9375,0.8823529411764706,0.9090909090909091
700,0.5000000000000001,0.20000000000000015,0.40000000000000013,0.8099999999999999,0.9375,0.8823529411764706,0.9090909090909091
701,0.5000000000000001,0.20000000000000015,0.30000000000000016,0.82,0.9375,0.8823529411764706,0.9090909090909091
702,0.5000000000000001,0.20000000000000015,0.20000000000000015,0.82,0.9375,0.8823529411764706,0.9090909090909091
703,0.5000000000000001,0.20000000000000015,0.10000000000000014,0.82,0.9375,0.8823529411764706,0.9090909090909091
704,0.5000000000000001,0.20000000000000015,1.3877787807814457E-16,0.82,0.9375,0.8823529411764706,0.9090909090909091
705,0.5000000000000001,0.10000000000000014,1.0,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
706,0.5000000000000001,0.10000000000000014,0.9,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
707,0.5000000000000001,0.10000000000000014,0.8,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
708,0.5000000000000001,0.10000000000000014,0.7000000000000001,0.84,0.9166666666666666,0.6470588235294118,0.7586206896551724
709,0.5000000000000001,0.10000000000000014,0.6000000000000001,0.7799999999999999,0.8571428571428571,0.7058823529411765,0.7741935483870968
710,0.5000000000000001,0.10000000000000014,0.5000000000000001,0.7399999999999999,0.75,0.8823529411764706,0.8108108108108107
711,0.5000000000000001,0.10000000000000014,0.40000000000000013,0.7699999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
712,0.5000000000000001,0.10000000000000014,0.30000000000000016,0.7999999999999999,0.9375,0.8823529411764706,0.9090909090909091
713,0.5000000000000001,0.10000000000000014,0.20000000000000015,0.83,0.9375,0.8823529411764706,0.9090909090909091
714,0.5000000000000001,0.10000000000000014,0.10000000000000014,0.83,0.9375,0.8823529411764706,0.9090909090909091
715,0.5000000000000001,0.10000000000000014,1.3877787807814457E-16,0.84,0.9375,0.8823529411764706,0.9090909090909091
716,0.5000000000000001,1.3877787807814457E-16,1.0,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
717,0.5000000000000001,1.3877787807814457E-16,0.9,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
718,0.5000000000000001,1.3877787807814457E-16,0.8,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
719,0.5000000000000001,1.3877787807814457E-16,0.7000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
720,0.5000000000000001,1.3877787807814457E-16,0.6000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
721,0.5000000000000001,1.3877787807814457E-16,0.5000000000000001,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
722,0.5000000000000001,1.3877787807814457E-16,0.40000000000000013,0.85,0.9166666666666666,0.6470588235294118,0.7586206896551724
723,0.5000000000000001,1.3877787807814457E-16,0.30000000000000016,0.7499999999999999,0.8333333333333334,0.8823529411764706,0.8571428571428571
724,0.5000000000000001,1.3877787807814457E-16,0.20000000000000015,0.7899999999999999,0.8823529411764706,0.8823529411764706,0.8823529411764706
725,0.5000000000000001,1.3877787807814457E-16,0.10000000000000014,0.82,0.8823529411764706,0.8823529411764706,0.8823529411764706
726,0.5000000000000001,1.3877787807814457E-16,1.3877787807814457E-16,0.85,0.8823529411764706,0.8823529411764706,0.8823529411764706
727,0.40000000000000013,1.0,1.0,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
728,0.40000000000000013,1.0,0.9,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
729,0.40000000000000013,1.0,0.8,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
730,0.40000000000000013,1.0,0.7000000000000001,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
731,0.40000000000000013,1.0,0.6000000000000001,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
732,0.40000000000000013,1.0,0.5000000000000001,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
733,0.40000000000000013,1.0,0.40000000000000013,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
734,0.40000000000000013,1.0,0.30000000000000016,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
735,0.40000000000000013,1.0,0.20000000000000015,0.84,1.0,0.7647058823529411,0.8666666666666666
736,0.40000000000000013,1.0,0.10000000000000014,0.7899999999999999,0.875,0.8235294117647058,0.8484848484848485
737,0.40000000000000013,1.0,1.3877787807814457E-16,0.7799999999999999,0.875,0.8235294117647058,0.8484848484848485
738,0.40000000000000013,0.9,1.0,0.82,0.9333333333333333,0.8235294117647058,0.8749999999999999
739,0.40000000000000013,0.9,0.9,0.82,0.9333333333333333,0.8235294117647058,0.8749999999999999
740,0.40000000000000013,0.9,0.8,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
741,0.40000000000000013,0.9,0.7000000000000001,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
742,0.40000000000000013,0.9,0.6000000000000001,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
743,0.40000000000000013,0.9,0.5000000000000001,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
744,0.40000000000000013,0.9,0.40000000000000013,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
745,0.40000000000000013,0.9,0.30000000000000016,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
746,0.40000000000000013,0.9,0.20000000000000015,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
747,0.40000000000000013,0.9,0.10000000000000014,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
748,0.40000000000000013,0.9,1.3877787807814457E-16,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
749,0.40000000000000013,0.8,1.0,0.82,1.0,0.8235294117647058,0.9032258064516129
750,0.40000000000000013,0.8,0.9,0.82,1.0,0.8235294117647058,0.9032258064516129
751,0.40000000000000013,0.8,0.8,0.82,1.0,0.8235294117647058,0.9032258064516129
752,0.40000000000000013,0.8,0.7000000000000001,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
753,0.40000000000000013,0.8,0.6000000000000001,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
754,0.40000000000000013,0.8,0.5000000000000001,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
755,0.40000000000000013,0.8,0.40000000000000013,0.8099999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
756,0.40000000000000013,0.8,0.30000000000000016,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
757,0.40000000000000013,0.8,0.20000000000000015,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
758,0.40000000000000013,0.8,0.10000000000000014,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
759,0.40000000000000013,0.8,1.3877787807814457E-16,0.7899999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
760,0.40000000000000013,0.7000000000000001,1.0,0.82,1.0,0.8235294117647058,0.9032258064516129
761,0.40000000000000013,0.7000000000000001,0.9,0.82,1.0,0.8235294117647058,0.9032258064516129
762,0.40000000000000013,0.7000000000000001,0.8,0.82,1.0,0.8235294117647058,0.9032258064516129
763,0.40000000000000013,0.7000000000000001,0.7000000000000001,0.82,1.0,0.8235294117647058,0.9032258064516129
764,0.40000000000000013,0.7000000000000001,0.6000000000000001,0.7699999999999999,0.9375,0.8823529411764706,0.9090909090909091
765,0.40000000000000013,0.7000000000000001,0.5000000000000001,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
766,0.40000000000000013,0.7000000000000001,0.40000000000000013,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
767,0.40000000000000013,0.7000000000000001,0.30000000000000016,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
768,0.40000000000000013,0.7000000000000001,0.20000000000000015,0.8099999999999999,1.0,0.8235294117647058,0.9032258064516129
769,0.40000000000000013,0.7000000000000001,0.10000000000000014,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
770,0.40000000000000013,0.7000000000000001,1.3877787807814457E-16,0.7999999999999999,0.9333333333333333,0.8235294117647058,0.8749999999999999
771,0.40000000000000013,0.6000000000000001,1.0,0.83,1.0,0.8235294117647058,0.9032258064516129
772,0.40000000000000013,0.6000000000000001,0.9,0.83,1.0,0.8235294117647058,0.9032258064516129
773,0.40000000000000013,0.6000000000000001,0.8,0.83,1.0,0.8235294117647058,0.9032258064516129
